KANAŁ;PROGRAM;DATA;DZIEŃ;PLANOWANA GODZ.;DŁUGOŚĆ;POZYCJA W BLOKU;SPOZYCJONOWANE;PŁATNE POZYCJONOWANIE;ID BLOKU;KOD KASETY;NAZWA KASETY;TYP;PAKIET;KLIENT;PRODUKT;REALNA GODZ. EMISJI;NUMER ZLECENIA;IPAN;
TVN 24;"przed TAK JEST cz1";2023-09-01;pt.;25:43;15;;false;false;37347749;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;25:47:12;230907459;;
TVN 24;"przed NOWA MAJA W OGRODZIE ";2023-09-01;pt.;26:43;15;;false;false;37347752;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;26:49:20;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz2";2023-09-01;pt.;27:36;15;;false;false;37347760;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;27:40:02;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-01;pt.;28:01;15;;false;false;37347763;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;28:08:10;230907459;;
TVN 24;"przed FAKTY PO FAKTACH";2023-09-01;pt.;29:14;15;;false;false;37347590;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;29:17:57;230907459;;
TVN 24;"przed POGODA";2023-09-02;sob.;18:49;15;;false;false;37347884;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;18:44:08;230907459;;
TVN 24;"przed POGODA";2023-09-02;sob.;25:36;15;;false;false;37347929;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;25:38:10;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-02;sob.;28:13;15;;false;false;37347945;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;28:15:12;230907459;;
TVN 24;"przed POGODA W PORANKU";2023-09-03;niedz.;09:23;15;;false;false;37347996;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;09:30:31;230907459;;
TVN 24;"przed POGODA";2023-09-03;niedz.;18:14;15;;false;false;37348053;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;18:15:56;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz1";2023-09-03;niedz.;21:52;15;;false;false;37348067;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;21:53:48;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz2";2023-09-03;niedz.;22:18;15;;false;false;37348073;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;22:20:18;230907459;;
TVN 24;"przed DZIEŃ PO DNIU";2023-09-03;niedz.;22:55;15;;false;false;37348081;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;22:56:42;230907459;;
TVN 24;"przed POGODA";2023-09-03;niedz.;26:39;15;;false;false;37348094;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;26:25:53;230907459;;
TVN 24;"przed NOWA MAJA W OGRODZIE ";2023-09-03;niedz.;26:47;15;;false;false;37348095;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;26:34:36;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-03;niedz.;28:06;15;;false;false;37348102;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;28:05:42;230907459;;
TVN 24;"przed CZAS DECYZJI: DEBATA";2023-09-03;niedz.;28:24;15;;false;false;37492705;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;28:47:14;230907459;;
TVN 24;"przed PORANEK (rozmowa, gosc, reporter) ";2023-09-04;pon.;09:14;15;;false;false;37348142;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;09:09:44;230907459;;
TVN 24;"przed CZAS DECYZJI";2023-09-04;pon.;09:36;15;;false;false;37348148;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;09:36:29;230907459;;
TVN 24;"przed FAKTY PO POŁUDNIU cz2";2023-09-04;pon.;16:27;15;;false;false;37348207;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;16:51:37;230907459;;
TVN 24;"przed POGODA";2023-09-04;pon.;17:51;15;;false;false;37348215;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;17:54:07;230907459;;
TVN 24;"przed POGODA";2023-09-04;pon.;20:20;15;;false;false;37348231;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;20:24:42;230907459;;
TVN 24;"przed DZIEŃ PO DNIU";2023-09-04;pon.;22:56;15;;false;false;37348252;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;22:58:30;230907459;;
TVN 24;"przed KROPKA NAD I ";2023-09-04;pon.;24:33;15;;false;false;37348264;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;24:39:42;230907459;;
TVN 24;"przed CZAS DECYZJI: RING";2023-09-04;pon.;25:39;15;;false;false;37348266;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;25:47:11;230907459;;
TVN 24;"przed CZAS DECYZJI: RING";2023-09-04;pon.;29:05;15;;false;false;37348287;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;29:08:32;230907459;;
TVN 24;"przed FAKTY PO FAKTACH";2023-09-04;pon.;29:24;15;;false;false;37348288;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;29:27:30;230907459;;
TVN 24;"przed PORANEK (rozmowa, gosc, reporter) ";2023-09-05;wt.;08:14;15;;false;false;37348311;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;08:16:24;230907459;;
TVN 24;"przed BIZNES W PORANKU";2023-09-05;wt.;09:54;15;;false;false;37348328;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;09:55:29;230907459;;
TVN 24;"przed Serwis informacyjny";2023-09-05;wt.;19:08;15;;false;false;37348409;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;19:10:24;230907459;;
TVN 24;"przed POGODA";2023-09-05;wt.;21:44;15;;false;false;37348414;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;21:49:29;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-05;wt.;22:39;15;;false;false;37348426;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed Serwis informacyjny";2023-09-06;śr.;13:28;15;;false;false;37348541;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;13:29:06;230907459;;
TVN 24;"przed POGODA";2023-09-07;czw.;24:26;15;;false;false;37348800;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;24:31:29;230907459;;
TVN 24;"przed TAK JEST cz2";2023-09-07;czw.;25:15;15;;false;false;37348802;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;25:26:04;230907459;;
TVN 24;"przed POGODA";2023-09-08;pt.;25:36;15;;false;false;37348981;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed NOWA MAJA W OGRODZIE ";2023-09-08;pt.;26:43;15;;false;false;37348985;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz2";2023-09-08;pt.;27:37;15;;false;false;37348993;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed FAKTY PO FAKTACH";2023-09-09;sob.;23:54;15;;false;false;37349702;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-09;sob.;28:16;15;;false;false;37349721;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed POGODA";2023-09-09;sob.;29:09;15;;false;false;37349729;r247690;HFSS Hochland pajacyk 15s kwiecie 2023 hochland;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed CZAS DECYZJI: DEBATA 2023";2023-09-10;niedz.;28:24;15;;false;false;37492712;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed POGODA";2023-09-18;pon.;10:50;15;;false;false;37354588;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed POGODA";2023-09-19;wt.;17:51;15;;false;false;37354826;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed TAK JEST cz1";2023-09-19;wt.;17:57;15;;false;false;37354829;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed POGODA";2023-09-19;wt.;19:00;15;;false;false;37354838;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz1";2023-09-19;wt.;21:53;15;;false;false;37354849;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-19;wt.;27:16;15;;false;false;37354886;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed NOWA MAJA W OGRODZIE ";2023-09-22;pt.;26:43;15;;false;false;37349525;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz2";2023-09-22;pt.;27:37;15;;false;false;37349533;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed Serwis informacyjny";2023-09-23;sob.;21:26;15;;false;false;37349863;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed KADR NA KINO";2023-09-23;sob.;21:45;15;;false;false;37349864;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz1";2023-09-23;sob.;21:55;15;;false;false;37349869;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-23;sob.;28:16;15;;false;false;37349906;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed Serwis informacyjny";2023-09-24;niedz.;14:27;15;;false;false;37353206;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed POGODA";2023-09-24;niedz.;18:20;15;;false;false;37353236;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed RANKING MAZURA";2023-09-24;niedz.;18:29;15;;false;false;37353239;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed POGODA";2023-09-24;niedz.;19:02;15;;false;false;37353240;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz1";2023-09-24;niedz.;21:53;15;;false;false;37353252;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed CZAS DECYZJI: DEBATA 2023";2023-09-24;niedz.;28:24;15;;false;false;37492726;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed Serwis informacyjny";2023-09-25;pon.;10:27;15;;false;false;37355124;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed TAK JEST cz2";2023-09-25;pon.;25:15;15;;false;false;37355234;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed POGODA";2023-09-26;wt.;16:22;15;;false;false;37355889;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed FAKTY PO POŁUDNIU cz3";2023-09-26;wt.;16:54;15;;false;false;37355893;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed TAK JEST cz1";2023-09-26;wt.;17:57;15;;false;false;37355903;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-26;wt.;27:16;15;;false;false;37355960;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed NOWA MAJA W OGRODZIE ";2023-09-26;wt.;27:52;15;;false;false;37355963;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed Serwis informacyjny";2023-09-29;pt.;12:58;15;;false;false;37349255;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed NOWA MAJA W OGRODZIE ";2023-09-29;pt.;26:43;15;;false;false;37349345;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed PORANEK (rozmowa, gosc, reporter) ";2023-09-30;sob.;09:21;15;;false;false;37353675;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed POGODA WYJAZDOWA (żużel)";2023-09-30;sob.;10:23;15;;false;false;37353686;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed POGODA";2023-09-30;sob.;17:01;15;;false;false;37353742;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
TVN 24;"przed SZKŁO KONTAKTOWE cz3";2023-09-30;sob.;28:16;15;;false;false;37353816;r00001;<BRAK KASETY>;PAKIETOWY;Pakiet GRP;HOCHLAND POLSKA SP. Z O.O.;HOCHLAND;00:00:00;230907459;;
